id,name,age,badge,past_purchase_amt
10673,Anthony Patton,39,bronze,5.09
10674,Odilia Greening,25,gold,38.92
10675,Phyllis Skinner,41,silver,186.2
10676,Lillian Shuttleworth,29,bronze,16.85
10677,Fred Maohu,35,gold,17.33
10678,Philip Marsingill,33,bronze,12.9
10679,Jay Wright,36,silver,26.02
10680,Adam Thomas,38,silver,63.11
10681,Chris Chandler,37,bronze,6.15
10682,Jennifer Caldwell,33,bronze,32.019999999999996
10683,Christopher Torres,32,gold,9.77
10684,Anthony Newcomb,34,bronze,96.69
10685,Mark Vogel,32,bronze,9.1
10686,Anna Watson,39,silver,43.14
10687,Mildred Thibeault,44,bronze,38.22
10688,Marc Blanchette,39,silver,275.98
10689,Melissa Potts,38,bronze,6.8
10690,Joy Rhoades,30,gold,18.55
10691,David Halpin,27,bronze,60.35
10692,William Williams,40,bronze,43.96
10693,Grace Dupre,38,bronze,32.09
10694,Bettie Cosby,43,gold,18.86
10695,Phillip Monachino,32,bronze,28.8
10696,Teresa Marshall,27,silver,49.43
10697,Ericka Mccreary,34,bronze,8.24
10698,Alberto Dean,40,bronze,8.15
10699,Ramona Ward,37,bronze,43.96
10700,Mary Natoli,41,silver,15.57
10701,David Thomas,41,bronze,27.8
10702,Annie Roberts,27,silver,17.8
10703,James Stanley,43,silver,48.42
10704,Lola Hudson,42,gold,46.5
10705,Nan Engebretson,42,silver,23.07
10706,Karey Heflin,32,bronze,79.68
10707,Jimmy Espinoza,31,silver,103.68
10708,Lynne Durr,33,bronze,5450.81
10709,Antonio Thorpe,41,silver,34.44
10710,Carole Monger,32,gold,84.51
10711,Robert Natoli,26,bronze,35.56
10712,Teresa Bingham,28,bronze,17.36
10713,Shelly Mclean,43,silver,34.769999999999996
10714,Muriel Mathis,42,bronze,47.24
10715,Robert Blanding,36,silver,18.45
10716,Lydia Colwell,30,gold,84.55
10717,Tara Mitchell,33,silver,20.33
10718,Josephine Saunders,42,bronze,15.54
10719,Tina Olson,23,bronze,9.09
10720,Yung Wahid,32,bronze,958.2
10721,Charles Hemmings,28,silver,9.95
10722,Andrew Emmons,38,bronze,19.65
10723,Carissa Moore,40,bronze,9.77
10724,John Desouza,37,silver,70.73
10725,John Torres,32,bronze,12.440000000000001
10726,Timothy Mozak,34,gold,71.18
10727,Todd Hoffarth,23,silver,28.27
10728,John Meador,23,bronze,17.32
10729,Song Nye,39,silver,11.03
10730,Karla Johnson,30,bronze,9.03
10731,Marcus Clark,45,bronze,22.12
10732,Adam Siddall,35,silver,13.93
10733,Patricia Turner,30,bronze,28.39
10734,Timothy Benson,31,silver,39.94
10735,Denise Patridge,32,gold,502.19
10736,Timothy Sides,39,bronze,9.19
10737,Elsie Martinez,28,bronze,20.52
10738,Charles Greigo,34,bronze,11.04
10739,Alfred Petersen,40,bronze,2090.96
10740,Christopher Hogan,26,gold,7.1
10741,Lynn Williams,34,bronze,16.869999999999997
10742,Constance Roberts,33,bronze,7.46
10743,Robert Bauer,40,bronze,16.740000000000002
10744,Elizabeth Thompson,40,silver,28.89
10745,Howard Bowthorpe,44,gold,12.25
10746,Derrick Roach,31,silver,14.66
10747,Sheryl Rew,30,silver,16.07
10748,John Wineman,34,silver,88.78
10749,Otis Biddle,37,bronze,29.44
10750,Luis Seago,37,bronze,16746.02
10751,Florence Steedley,25,bronze,11.04
10752,Andrea Laxson,33,bronze,10.18
10753,Alejandro Tinley,30,bronze,81.68
10754,Roberto Riddle,45,silver,32.78
10755,Leroy Teeters,34,bronze,19.05
10756,Tracy Logan,27,silver,6210.04
10757,Jeffrey Ferris,37,gold,33.91
10758,Charles Bellinger,38,bronze,14.86
10759,Rosalyn Brown,30,silver,37.91
10760,Marti Cox,37,bronze,8.12
10761,Alison Tucker,39,bronze,10.94
10762,Rebecca Sturdivant,30,silver,101.4
10763,Claude Rymer,39,bronze,10.1
10764,Anna Grissett,26,bronze,34.32
10765,Danielle Powell,42,bronze,35.11
10766,Christie Gibson,31,bronze,79.66
10767,Roger Downs,43,silver,69.5
10768,Michelle Williams,40,silver,83.48
10769,Robert Goslee,41,silver,28.4
10770,Alice Jackson,31,gold,9.36
10771,Jan Desouza,39,bronze,5.3
10772,Christopher Pederson,23,bronze,44.03
10773,Jeannette Carmen,26,silver,146.76
10774,Elizabeth Lockman,43,bronze,25.77
10775,Maria Oneal,45,bronze,14.41
10776,Juan Vineyard,35,bronze,65.22
10777,George Satterlee,40,bronze,16.42
10778,Arthur Demonbreun,28,bronze,6.33
10779,Theresa Harmon,42,gold,32.64
10780,Lucille Antonio,39,bronze,9.13
10781,Virgina Carter,30,silver,11.75
10782,Gerardo Racine,41,silver,28.37
10783,Bridgette Monahan,31,bronze,220.27
10784,Samuel Knecht,38,silver,23.23
10785,Michael Andres,42,silver,36.95
10786,Cristopher Smith,36,bronze,40.120000000000005
10787,Lisa Pickett,28,bronze,15.6
10788,Annabel Fernando,37,bronze,65.56
10789,Lucia Hanson,28,silver,107.28
10790,Paul Hendrickson,45,silver,32.42
10791,Darrell Crouch,40,silver,30.8
10792,Karen Gannon,40,bronze,21.65
10793,Richard Vandyke,36,gold,16.45
10794,Aubrey Dunn,27,silver,48.93
10795,William White,43,bronze,18.02
10796,Alice Tran,29,bronze,5.37
10797,James Traughber,38,bronze,11.26
10798,Marcia Alonso,39,silver,19.43
10799,Agnes Duhart,34,bronze,24.02
10800,Laura Wood,39,silver,7.28
10801,Pam Holgerson,23,gold,19.509999999999998
10802,Ruth Austin,32,silver,35.11
10803,Chris Wilson,34,bronze,40.89
10804,Danielle Roszel,37,bronze,9.24
10805,Christopher Holiday,40,bronze,31.42
10806,John Reiss,40,bronze,26.37
10807,Dennis Walls,38,silver,7.79
10808,Nathaniel Hocker,41,bronze,8.129999999999999
10809,Timmy Gibbs,39,gold,22.93
10810,James Peterson,32,silver,6.08
10811,Don Smith,19,silver,38.13
10812,Maureen Moyer,39,silver,15.3
10813,Catherine Matthews,39,bronze,13.15
10814,Jerry Rickey,36,silver,21.41
10815,Helen Gonzalez,33,bronze,15.68
10816,Willie Sheehan,33,silver,141.17
10817,Robin Mayberry,39,bronze,839.88
10818,Michael Sturgeon,32,bronze,29.18
10819,Cathy Gabriel,41,bronze,9.31
10820,Robert Mcfarland,35,bronze,25.369999999999997
10821,Russell Hawkins,30,bronze,9.65
10822,Donna Faucher,26,bronze,10.18
10823,Roger Silva,36,bronze,62.47
10824,Stuart Holmes,45,silver,12.49
10825,Ellen Wolfe,31,bronze,50.02
10826,Adam Gunnoe,31,gold,107.45
10827,Matthew Simpson,36,silver,16.8
10828,Jeffrey Cortez,38,bronze,163.19
10829,Meagan Henderson,28,gold,9.41
10830,Jose Sydow,39,bronze,40.739999999999995
10831,Noma Alaniz,37,bronze,10.96
10832,Sarah Swank,40,gold,10.77
10833,Shaun Jervey,33,gold,117.55
10834,Shirley Charter,35,bronze,32.18
10835,John Dennie,36,silver,55.77
10836,Joshua Martinez,29,gold,14.85
10837,Cathryn Ebert,36,bronze,13.01
10838,Jennifer Tulloch,39,gold,667.93
10839,Joseph Balde,33,bronze,80.09
10840,Scott Johnson,25,silver,27.92
10841,Ruth Varnell,28,bronze,13.82
10842,Yvonne Willingham,45,silver,72.68
10843,Nita Dee,36,gold,28.06
10844,Lillie Ho,29,gold,34.879999999999995
10845,Lillian Ray,40,silver,66.16
10846,Donald Mcguyer,45,silver,63.66
10847,William Simmons,38,bronze,28.7
10848,Phil Simms,36,silver,89.69
10849,Edward Wright,31,silver,13.99
10850,Paul Vera,39,silver,15.26
10851,Cathy Bevis,32,bronze,11.83
10852,Maria Lyons,41,bronze,6.29
10853,Charles Ricks,41,silver,61.17
10854,Sonia Bovell,39,bronze,8.57
10855,Daniel Vance,37,silver,25.3
10856,Joan Perez,31,silver,130.6
10857,Rachel Clarke,37,bronze,22.48
10858,Brittany Mccalley,30,bronze,5.18
10859,Manuel Pitcock,43,bronze,40.79
10860,Marc Meader,34,bronze,12.58
10861,James Stout,25,bronze,821.73
10862,Emma Flores,30,bronze,9.66
10863,Robin Faulkner,29,gold,7.03
10864,Kimberly Adkins,30,silver,39.81
10865,Chad Smith,26,bronze,7.029999999999999
10866,Kathleen Williams,33,silver,10.309999999999999
10867,Barbara Kempf,31,gold,8.71
10868,Stephen Nittler,40,silver,26.77
10869,Robert Gordon,36,bronze,7.390000000000001
10870,Thomas Lee,36,bronze,80.89
10871,Jack Huggins,27,bronze,18.84
10872,Florence Mccord,40,silver,19.22
10873,Joan Sanders,38,bronze,5.59
10874,Jessica Mckie,38,bronze,29.18
10875,Gregory Aziz,41,bronze,11.59
10876,Elizabeth Tubb,21,bronze,1923.22
10877,Neva Goldie,36,silver,659.24
10878,James Robertson,38,bronze,6985.56
10879,Michelle Golden,35,gold,6.2
10880,Aaron Quick,30,bronze,17.03
10881,Michael Valenzuela,41,gold,9.2
10882,Matthew Kiger,33,bronze,16.29
10883,Louisa Leandro,38,bronze,15.120000000000001
10884,Brian Reeves,37,gold,31.83
10885,Juanita Moreland,40,bronze,6.14
10886,Manuel Dale,37,silver,19.15
10887,Sabrina Gallaher,31,bronze,15.29
10888,Jean Brooks,29,silver,21.71
10889,Jacquelyn Marrero,33,gold,25.09
10890,Mark Turner,41,bronze,3633.81
10891,Alberto Grubbs,32,bronze,11.01
10892,Randolph Deerman,45,gold,20.53
10893,Susan Kinyon,31,bronze,35.8
10894,Stephanie Horton,41,bronze,16.15
10895,Jolene Stephens,31,bronze,8.05
10896,John Charney,24,gold,7.46
10897,Galen Bocchi,40,bronze,84.14
10898,Pedro Campbell,28,bronze,8.93
10899,Ellis King,45,gold,30.04
10900,Latoya Bender,45,silver,33.84
10901,Tara Vanscooter,46,bronze,10.7
10902,Alice Ruley,39,silver,55.18
10903,Antonio Byrd,29,bronze,8.06
10904,Layne Bibbs,33,silver,71.32
10905,Michael Parke,29,gold,282.9
10906,Nancy Collier,40,gold,45.05
10907,Rachel Hill,23,silver,7.91
10908,Brenda Barnhart,33,bronze,11.7
10909,Eugene Swenson,32,gold,10.96
10910,Janet Gurry,31,silver,128.49
10911,Lynn Beamish,30,bronze,16030.89
10912,Paula Norris,37,bronze,71.8
10913,Theodore Blackwell,39,silver,299.46
10914,Virginia Nipper,40,bronze,33.519999999999996
10915,Frank Burton,37,bronze,12.11
10916,Gregory Mova,26,gold,13.3
10917,Matthew Rand,27,silver,65.66
10918,Wendy Goldner,33,bronze,18.17
10919,Nathan Scott,27,bronze,8.04
10920,Timothy Greenup,32,bronze,6.4
10921,Lisa Huang,35,bronze,11.05
10922,Herschel Vasquez,45,bronze,17.72
10923,Robert Gillespie,40,bronze,64.77000000000001
10924,Geraldine Gallegos,41,bronze,10.1
10925,Doris Bishop,28,bronze,5.75
10926,Mary Barnett,41,silver,24.560000000000002
10927,Betty Miller,24,bronze,21.98
10928,James Roberts,35,bronze,7.16
10929,Jean Litwin,35,bronze,8.4
10930,Dustin Stokes,26,gold,83.18
10931,Carl Galeano,38,bronze,36.15
10932,Frederick King,44,silver,10.76
10933,Joseph Abramowitz,44,silver,61.56
10934,Fred James,30,bronze,14.65
10935,Richard Erdman,41,bronze,46.55
10936,Danny Myhre,30,silver,13.9
10937,Leroy Virgilio,32,bronze,9.97
10938,Thomas Latham,43,gold,12.469999999999999
10939,Ruth Ligon,45,gold,17.43
10940,Juana Jackson,36,silver,19.619999999999997
10941,Andrew Adams,30,bronze,6.36
10942,Milton Fox,43,bronze,51.08
10943,Daniel Smith,29,bronze,80.26
10944,Lara Bussen,34,gold,18.08
10945,Henry Suggs,37,bronze,10.41
10946,Henry Johnson,33,silver,26.19
10947,Melissa Baez,26,silver,41.03
10948,Whitney Flores,38,silver,11.190000000000001
10949,Eric Martin,35,silver,109.82
10950,Michael Mclendon,38,bronze,8.24
10951,Juan Buchana,36,bronze,6.22
10952,Edward Ballard,25,bronze,143.98
10953,Gertrude Applebee,42,silver,23.62
10954,Holly Smith,24,bronze,7.46
10955,Myesha Coyle,37,gold,92.11
10956,Hazel Wheeler,39,bronze,14.219999999999999
10957,Robert Sinclair,40,gold,33.11
10958,Dwayne Romon,41,bronze,15.59
10959,Hazel Doner,29,bronze,134.15
10960,Violet Yengo,25,silver,10.91
10961,Raymond Cornelia,38,silver,12.01
10962,Norman Pickens,19,silver,53.58
10963,Alan Schulz,40,gold,1069.6
10964,William Graff,37,bronze,11.14
10965,Melanie Griffith,33,silver,10.41
10966,Bonnie Vanmatre,21,gold,10.71
10967,Jane Silver,38,silver,18.48
10968,Peter Preston,36,bronze,10.01
10969,William Ross,40,silver,13.54
10970,Peter Lundmark,29,bronze,5.12
10971,Patricia Lopez,32,bronze,6.57
10972,Melissa Bahl,36,bronze,37.29
10973,Maxine Mann,29,gold,85.2
10974,Janet Martin,41,gold,55.19
10975,Myron Daniels,24,bronze,37.760000000000005
10976,Melissa Oxley,41,gold,9.66
10977,Mark Dowker,46,gold,79.62
10978,Teresa Urbina,43,silver,31.59
10979,Charlene Mosley,34,bronze,38.1
10980,Michael King,25,bronze,52.32
10981,Mary Boyda,31,silver,27.16
10982,James Pearl,27,bronze,31.26
10983,Cheryl Donahue,40,bronze,79.32
10984,Molly Stice,36,bronze,3814.85
10985,Blaine Cooper,22,silver,15.6
10986,Horace Gonzales,39,silver,41.36
10987,Nicol Byrd,37,gold,45.74
10988,Mariko Higginbotham,39,gold,15.8
10989,Christopher Bell,40,bronze,2413.62
10990,Pauline Godfrey,35,silver,14.29
10991,Barbara Beauprez,45,silver,12.64
10992,Edward George,34,bronze,10.82
10993,Lillie Lawrence,28,bronze,9.03
10994,Curtis Brown,25,bronze,10.01
10995,Linda Nunez,33,bronze,28.04
10996,Scott Farrell,41,silver,186.67
10997,Charles Lindsley,36,silver,88.19
10998,Ruby Castillo,34,bronze,46.82
10999,Dorothy Burdett,27,bronze,55.96
11000,Micheal King,28,bronze,103.97
11001,Robert Roberts,38,silver,92.0
11002,Hazel Mathis,33,gold,146.14
11003,Dorothy Newhouse,35,bronze,203.25
11004,Barbara Smith,22,bronze,6.07
11005,Edwin Billiot,39,silver,120.66
11006,Carl Mcmullen,43,bronze,35.35
11007,Janet Locklear,39,bronze,4356.12
11008,Judy Mack,40,silver,24.27
11009,Frank Lipham,39,bronze,1150.32
11010,Esther Solinski,44,bronze,40.44
11011,Mary Cleary,45,silver,28.61
11012,Rita Farris,43,silver,35.11
11013,Richard Portillo,43,gold,13.63
11014,Leanne Rooney,41,bronze,40.47
11015,Shannon Murakami,29,silver,20.41
11016,Juan Small,38,silver,41.11
11017,Alejandro Hutchinson,31,gold,18.43
11018,Arthur Thomes,28,gold,8.04
11019,Pamela Caron,22,bronze,8.56
11020,Carol Clark,40,bronze,12.05
11021,Wesley Grimes,32,bronze,656.23
11022,Amanda Delgado,32,gold,47.8
11023,Joesph Thomas,30,bronze,434.72
11024,Judy Zucco,29,bronze,16.41
11025,Johnny Brooks,36,bronze,16.39
11026,Vernon Ayala,43,silver,21.76
11027,Luz Hardwick,30,bronze,24.79
11028,Violet Hofer,37,bronze,7.7
11029,Joseph Bria,40,bronze,112.03
11030,Herschel Kaufman,22,bronze,9.17
11031,Frank Hiemstra,35,bronze,6.02
11032,Todd Dejohn,27,bronze,14.030000000000001
11033,Willie Murphy,41,silver,204.09
11034,Michael Yengo,40,gold,35.75
11035,Donnie Rodriguez,31,silver,730.41
11036,Marian Hicks,25,gold,5.14
11037,Lee Jones,26,bronze,7.890000000000001
11038,Diane Blea,19,bronze,622.85
11039,Daniella Johnson,30,silver,19.3
11040,Carmen Cogliano,39,bronze,12.64
11041,Barbara Mcpeak,39,bronze,17.68
11042,Kathleen Liles,22,silver,64.36
11043,Margaret Keller,27,bronze,10.83
11044,Judith Roberts,28,bronze,8.15
11045,Curtis Bustad,26,silver,10.129999999999999
11046,Gregory Flynn,28,bronze,19.310000000000002
11047,Priscilla Dupont,27,silver,23.78
11048,Dorathy Kamen,22,silver,75.08
11049,Lucrecia Carroll,34,bronze,125.86
11050,Monty Simons,37,silver,54.81
11051,Raymond Antilla,32,bronze,15.86
11052,Tyler Banks,28,bronze,137.9
11053,Eric Moore,24,bronze,20.89
11054,Karla Root,31,silver,77.28
11055,Michelle Colby,38,silver,26.07
11056,Michael Ward,26,gold,13.21
11057,Estefana White,42,silver,11.45
11058,Dorothy Darby,41,gold,827.37
11059,Tim Grossen,33,gold,25.76
11060,Daniel Krag,39,silver,29.48
11061,Ben Gerdes,32,silver,12.809999999999999
11062,Marco Schmid,38,silver,46.31
11063,Odis Jacquez,26,bronze,11.18
11064,Michael Heath,22,silver,12.86
11065,Tabitha Fitch,44,silver,67.24000000000001
11066,Joyce Sanders,42,bronze,6.34
11067,Diana West,19,bronze,95.87
11068,Shawn Hipps,29,bronze,980.82
11069,Jason Humphrey,36,gold,16.36
11070,James Croteau,39,bronze,13.75
11071,Jean Hinze,28,bronze,8.73
11072,Richard Hyde,34,silver,15.2
11073,Barbara Graham,37,bronze,65.25999999999999
11074,Mike Oliver,38,bronze,9.4
11075,Margaret Pratt,39,silver,22.5
11076,Jesus Rivera,35,gold,21.810000000000002
11077,Laura Alston,40,bronze,19.93
11078,Glenn Bratton,29,gold,9.35
11079,Carlos Cassidy,39,silver,37.519999999999996
11080,Patrick Scott,27,gold,10.64
11081,Danny Allen,25,silver,11.59
11082,James Johnson,38,silver,67.24000000000001
11083,Betty Smeltzer,42,silver,202.1
11084,Anthony Harden,37,bronze,101.52
11085,Leona Hawkins,26,bronze,10.34
11086,Judy Brawley,38,bronze,10.16
11087,Linda Brawer,46,silver,22.19
11088,Antoine Penrod,38,bronze,24.84
11089,Lenore Johnson,36,gold,33.47
11090,Blanca Adams,37,silver,17.58
11091,Tricia Panning,42,bronze,68.9
11092,Alison Estes,26,gold,22.509999999999998
11093,Colleen Spangler,22,bronze,124.26
11094,Gregory Cedar,26,silver,24.259999999999998
11095,Timothy Hunter,36,bronze,10.39
11096,Jimmy Russo,30,gold,387.72
11097,Paul Kirk,25,bronze,112.85
11098,Victoria Schnader,36,bronze,16.880000000000003
11099,George Polly,40,bronze,19.240000000000002
11100,David Enriquez,30,bronze,23.73
11101,Carol Williams,32,silver,13.44
11102,Donald Reid,45,silver,44.28
11103,Holly Millonzi,40,bronze,2343.89
11104,Levi Watts,19,bronze,18.33
11105,Shawn Morgan,31,bronze,46.45
11106,Patricia Kautz,30,silver,12.76
11107,Daniel Donatello,41,silver,19.05
11108,Corey Torres,27,silver,10.07
11109,John Rangel,33,bronze,11.54
11110,Myrtle Perry,37,silver,286.82
11111,Charles Mullins,40,bronze,6.19
11112,Jack Gonzalez,41,silver,32.870000000000005
11113,Verna Brent,25,bronze,9.0
11114,Ina Allison,36,bronze,43.29
11115,Kenny Segura,42,silver,27.17
11116,Russell Nasta,45,bronze,23.91
11117,Katherine Capps,24,silver,37.260000000000005
11118,Jeff Shinoda,25,bronze,18.08
11119,Leanna Stotts,36,bronze,53.31
11120,Pamela Doughty,30,bronze,14.75
11121,Patricia Carter,31,bronze,74.45
11122,Jessica Troutner,42,silver,48.09
11123,John Reppe,39,bronze,32.72
11124,Tasha Ward,39,gold,231.27
11125,Anthony Courter,28,bronze,15796.17
11126,Thomas Johnson,39,bronze,1246.31
11127,Cynthia Basquez,35,bronze,41.73
11128,Lee Randazzo,21,gold,17.71
11129,Mildred Mcconnell,36,silver,14.0
11130,Gary Pierce,42,bronze,85.47
11131,Anthony Peterson,27,bronze,37.93
11132,Dollie Brecht,30,bronze,212.93
11133,Yolanda Sanchez,31,bronze,29.22
11134,Lois Davis,36,gold,28.83
11135,Peter Mota,39,bronze,10.07
11136,Sandra Boswell,42,silver,6.7
11137,Janice Reynolds,33,bronze,11.17
11138,Linda Rodriguez,40,silver,9.91
11139,Patricia Swilling,37,bronze,13.82
11140,Monique Campbell,40,silver,19.73
11141,Dawna Hinton,34,silver,66.21000000000001
11142,Patricia Snyder,39,bronze,315.87
11143,Luke Hickox,39,silver,66.17
11144,Florence Hodges,33,gold,22.12
11145,Stefan Libby,44,bronze,201.79
11146,Darlene Bellendir,34,bronze,10.58
11147,Bruce Gay,35,bronze,21.78
11148,Michael Bells,30,gold,10.02
11149,Thomas Castillo,26,bronze,7.31
11150,Jaimie Perkins,31,silver,239.44
11151,Sandra Montes,24,gold,67.02000000000001
11152,Benjamin Reed,39,bronze,12.1
11153,Tom Monroe,38,bronze,60.25
11154,Anna Murphy,34,bronze,22.66
11155,Stephanie Maas,38,silver,61.24
11156,Stacey Boswell,39,bronze,9.06
11157,Anita Kho,23,bronze,8.78
11158,Elmer Keller,34,bronze,21.87
11159,Tonia King,45,bronze,14.0
11160,Gloria Hopkins,21,bronze,78.38
11161,Patricia Morris,39,silver,16.63
11162,Jason Mclellan,38,bronze,8.51
11163,Darren Brown,29,bronze,200.02
11164,Katie Manuel,33,silver,48.85
11165,William Padgett,40,bronze,24.16
11166,Steven Israels,42,silver,31.29
11167,Glenn Gentry,26,silver,16.5
11168,Joanne Fuller,35,bronze,15.32
11169,Ruben Evans,24,bronze,9.51
11170,Noah Mejia,20,bronze,5.21
11171,Jeanette Lehman,41,gold,76.56
11172,Teri Haywood,36,silver,20.77
11173,Joyce Carter,42,bronze,9.98
11174,Manuel Forster,30,bronze,11.08
11175,Anita Playford,36,bronze,14.64
11176,Phillip Harris,28,silver,14.02
11177,Thelma Crocker,28,bronze,25.14
11178,Gertrud Theriot,27,gold,9.05
11179,Sara Weis,30,bronze,9.49
11180,Deborah Logan,43,silver,30.77
11181,Wendell Alger,26,bronze,135.84
11182,Jeffrey Braxton,34,bronze,5.41
11183,Alan Gleason,31,bronze,5.11
11184,Kristie Soron,27,bronze,40.68
11185,Marion Adams,40,bronze,11.32
11186,Edna Giffin,20,silver,112.81
11187,Stanley Griffen,46,bronze,9.99
11188,Martin Stumbaugh,42,bronze,9.55
11189,Treva Schroeder,18,bronze,18.15
11190,Gabriel Jaji,45,silver,34.989999999999995
11191,Phyllis Ovit,29,bronze,35.129999999999995
11192,Ryan Hernandez,35,silver,167.04
11193,Jennifer Borg,38,silver,93.97
11194,Mary Williams,27,silver,31.77
11195,Tina Torres,33,bronze,23.58
11196,Nancy Holt,45,bronze,53.13
11197,Elizabeth Serrato,37,bronze,9.11
11198,Claudia Freshour,36,bronze,70.05
11199,Etta Hammond,40,silver,9.15
11200,Wesley Arnold,37,silver,28.23
11201,Leona Landi,41,gold,7.61
11202,Donald Dotson,32,bronze,44.39
11203,James Calfee,32,gold,38.25
11204,Jeremy Chaffee,32,bronze,104.69
11205,Brian Antolin,41,bronze,22.92
11206,Leda Johnson,31,silver,23.66
11207,Constance Cozzi,41,bronze,10.48
11208,Louis Konon,45,gold,17.509999999999998
11209,Bertha Daniel,33,silver,39.99
11210,Hazel West,32,silver,6.92
11211,Shirley Muzzy,29,silver,15.68
11212,Pam Kenney,28,bronze,18.73
11213,Lori Morrison,39,gold,11.23
11214,Celesta Slinkard,40,gold,28.39
11215,Richard Bays,37,bronze,211.79
11216,Allan Vanwingerden,41,silver,157.84
11217,Eric Miller,27,silver,68.68
11218,Marjory Mainor,37,silver,24.21
11219,Kenneth Steib,44,silver,27.47
11220,Nancy Rodkey,44,gold,40.94
11221,Florence Greene,24,silver,21.14
11222,Karen Sims,46,bronze,27.04
11223,Ross Dukes,41,silver,9.45
11224,Daniel Bucci,41,bronze,17.68
11225,David Ascencio,42,bronze,10.43
11226,Sharon Thomas,38,gold,10.16
11227,Norma Price,34,gold,8.53
11228,Shameka Reed,42,silver,34.08
11229,Debra Vanderlinden,37,bronze,34.45
11230,Justin Geller,40,bronze,108.48
11231,Craig Walker,22,bronze,177.38
11232,Matthew Worley,34,bronze,132.94
11233,Veronica Milton,42,silver,8.67
11234,Ruth Carboni,39,bronze,16.009999999999998
11235,Janice Boyd,39,bronze,23.59
11236,Phyllis Ingram,41,silver,21.14
11237,Preston Mullis,31,silver,27.95
11238,Luz Keyes,30,gold,5.64
11239,Margaret Frisbie,38,bronze,28.18
11240,Brittany Whitman,21,silver,10.64
11241,Carl Walker,40,bronze,53.86
11242,Lisa King,28,bronze,9.48
